id	teller	story	index	start	end	duration	start_fraction	end_fraction	text
allyhardesty/reading-old-fb-statuses/23	allyhardesty	reading-old-fb-statuses	23	41.579	44.489	2.9099999999999966	0.09045992515881995	0.09679096684361674	you supposed to really lengthy statuses
allyhardesty/reading-old-fb-statuses/24	allyhardesty	reading-old-fb-statuses	24	43.229	46.109	2.8800000000000026	0.0940496910625707	0.10031546427639022	so I'm gonna read some for you and I'm
allyhardesty/reading-old-fb-statuses/25	allyhardesty	reading-old-fb-statuses	25	44.488	48.269	3.780999999999999	0.0967887912279175	0.10501479418675486	gonna try to include pictures above on
allyhardesty/reading-old-fb-statuses/26	allyhardesty	reading-old-fb-statuses	26	46.109	50.399	4.289999999999999	0.10031546427639022	0.1096488556261422	the side I have my laptop right here so
allyhardesty/reading-old-fb-statuses/27	allyhardesty	reading-old-fb-statuses	27	48.27	52.35	4.079999999999998	0.1050169698024541	0.11389348185536508	I'm gonna be reading them this is a
allyhardesty/reading-old-fb-statuses/28	allyhardesty	reading-old-fb-statuses	28	50.399	53.878	3.478999999999999	0.1096488556261422	0.1172178226438082	hundred percent my true reaction had not
allyhardesty/reading-old-fb-statuses/29	allyhardesty	reading-old-fb-statuses	29	52.35	55.198	2.847999999999999	0.11389348185536508	0.1200896353668088	looked at these I could read stuff in my
allyhardesty/reading-old-fb-statuses/30	allyhardesty	reading-old-fb-statuses	30	53.878	56.939	3.061	0.1172178226438082	0.12387738229919068	wall if you guys want to see that in
allyhardesty/reading-old-fb-statuses/31	allyhardesty	reading-old-fb-statuses	31	55.198	58.89	3.692	0.1200896353668088	0.12812200852841354	another video be sure to link a comment
allyhardesty/reading-old-fb-statuses/32	allyhardesty	reading-old-fb-statuses	32	56.939	60.269	3.3299999999999983	0.12387738229919068	0.13112218257766947	below letting me know but right now I'm
allyhardesty/reading-old-fb-statuses/33	allyhardesty	reading-old-fb-statuses	33	58.89	63.87	4.979999999999997	0.12812200852841354	0.1389565747106431	just we need reading statuses that I've
allyhardesty/reading-old-fb-statuses/34	allyhardesty	reading-old-fb-statuses	34	60.27	66.54	6.270000000000003	0.13112435819336873	0.14476546862762163	made myself thank you mother for waking
allyhardesty/reading-old-fb-statuses/35	allyhardesty	reading-old-fb-statuses	35	63.869	69.569	5.700000000000003	0.13895439909494386	0.15135540858062832	me up at six o'clock on a light day oh
allyhardesty/reading-old-fb-statuses/36	allyhardesty	reading-old-fb-statuses	36	66.54	72.99	6.449999999999989	0.14476546862762163	0.15879818988773822	gosh today has been a very interesting
allyhardesty/reading-old-fb-statuses/37	allyhardesty	reading-old-fb-statuses	37	69.569	75.899	6.329999999999998	0.15135540858062832	0.1651270559568358	birthday dot dot dot LOL i woke up to
allyhardesty/reading-old-fb-statuses/38	allyhardesty	reading-old-fb-statuses	38	72.989	78.0	5.010999999999996	0.158796014272039	0.1696980245409451	page and Carly and Lauren and Madison
allyhardesty/reading-old-fb-statuses/39	allyhardesty	reading-old-fb-statuses	39	75.9	80.52	4.61999999999999	0.16512923157253503	0.17518057610303717	who had snuck into my house and scared
allyhardesty/reading-old-fb-statuses/40	allyhardesty	reading-old-fb-statuses	40	78.0	83.549	5.549000000000007	0.1696980245409451	0.18177051605604388	the crap out of me they put a pillowcase
allyhardesty/reading-old-fb-statuses/41	allyhardesty	reading-old-fb-statuses	41	80.519	85.59	5.070999999999998	0.17517840048733793	0.1862109476981986	over my head so I could not see and told
allyhardesty/reading-old-fb-statuses/42	allyhardesty	reading-old-fb-statuses	42	83.549	90.09	6.540999999999997	0.18177051605604388	0.1960012183447916	me we were going on a bus to the airport
allyhardesty/reading-old-fb-statuses/43	allyhardesty	reading-old-fb-statuses	43	85.59	91.68	6.090000000000003	0.1862109476981986	0.1994604473065878	to Tokyo ? I was very confused but then
allyhardesty/reading-old-fb-statuses/44	allyhardesty	reading-old-fb-statuses	44	90.09	94.02	3.9299999999999926	0.1960012183447916	0.2045513880428161	we ended up eating breakfast and
allyhardesty/reading-old-fb-statuses/45	allyhardesty	reading-old-fb-statuses	45	91.68	96.36	4.679999999999993	0.1994604473065878	0.20964232877904448	shopping and making a dance where carly
allyhardesty/reading-old-fb-statuses/46	allyhardesty	reading-old-fb-statuses	46	94.019	99.379	5.359999999999999	0.2045492124271169	0.21621051257505877	was Little John and me and Lauren were
allyhardesty/reading-old-fb-statuses/47	allyhardesty	reading-old-fb-statuses	47	96.359	101.578	5.219000000000008	0.20964015316334522	0.22099469149769385	hannah montana LMAO best birthday ever
allyhardesty/reading-old-fb-statuses/48	allyhardesty	reading-old-fb-statuses	48	99.379	104.039	4.659999999999997	0.21621051257505877	0.2263488817335306	thanks to everyone for the birthday
allyhardesty/reading-old-fb-statuses/49	allyhardesty	reading-old-fb-statuses	49	101.578	107.279	5.700999999999993	0.22099469149769385	0.23339787659907754	wishes i'm not even gonna comment on
allyhardesty/reading-old-fb-statuses/50	allyhardesty	reading-old-fb-statuses	50	104.04	109.53	5.489999999999995	0.22635105734922986	0.23829518753807327	that that speaks for itself okay who
allyhardesty/reading-old-fb-statuses/51	allyhardesty	reading-old-fb-statuses	51	107.28	113.04	5.760000000000005	0.2334000522147768	0.24593159864241582	actually read the whole to kill a
allyhardesty/reading-old-fb-statuses/52	allyhardesty	reading-old-fb-statuses	52	109.53	115.53	6.0	0.23829518753807327	0.2513488817335306	mockingbird book ? test tomorrow FML i
allyhardesty/reading-old-fb-statuses/53	allyhardesty	reading-old-fb-statuses	53	113.04	117.899	4.858999999999995	0.24593159864241582	0.256502915325037	want to make a facebook account in the
allyhardesty/reading-old-fb-statuses/54	allyhardesty	reading-old-fb-statuses	54	115.53	120.689	5.158999999999992	0.2513488817335306	0.26257288312592464	name will be nobody so then when people
allyhardesty/reading-old-fb-statuses/55	allyhardesty	reading-old-fb-statuses	55	117.899	124.228	6.3289999999999935	0.256502915325037	0.2702723870855452	post stupid crap i can like it and will
allyhardesty/reading-old-fb-statuses/56	allyhardesty	reading-old-fb-statuses	56	120.688	125.669	4.9809999999999945	0.26257070751022543	0.2734074493081542	say nobody likes this hahaha i wrote
allyhardesty/reading-old-fb-statuses/57	allyhardesty	reading-old-fb-statuses	57	124.228	127.769	3.541000000000011	0.2702723870855452	0.2779762422765643	with all capital letters like i was
allyhardesty/reading-old-fb-statuses/58	allyhardesty	reading-old-fb-statuses	58	125.67	130.288	4.618000000000009	0.27340962492385346	0.28345661822295715	trying so hard i put like a space period
allyhardesty/reading-old-fb-statuses/59	allyhardesty	reading-old-fb-statuses	59	127.769	132.568	4.799000000000007	0.2779762422765643	0.2884170220172309	space comma mom look at the sea otters
allyhardesty/reading-old-fb-statuses/60	allyhardesty	reading-old-fb-statuses	60	130.288	133.379	3.0909999999999798	0.28345661822295715	0.29018144634931686	takes like 1 million thousand pictures
allyhardesty/reading-old-fb-statuses/61	allyhardesty	reading-old-fb-statuses	61	132.568	136.109	3.540999999999997	0.2884170220172309	0.29612087720825	means
allyhardesty/reading-old-fb-statuses/62	allyhardesty	reading-old-fb-statuses	62	133.379	138.9	5.521000000000015	0.29018144634931686	0.30219302062483683	Scotty Scotty shy brother uh mom that's
allyhardesty/reading-old-fb-statuses/63	allyhardesty	reading-old-fb-statuses	63	136.11	142.08	5.969999999999999	0.29612305282394924	0.30911147854842924	seaweed mom no it's baby sea otters
allyhardesty/reading-old-fb-statuses/64	allyhardesty	reading-old-fb-statuses	64	138.9	144.39	5.489999999999981	0.30219302062483683	0.31413715081368027	Scotty whispers to me mom's crazy haha I
allyhardesty/reading-old-fb-statuses/65	allyhardesty	reading-old-fb-statuses	65	142.08	146.25	4.1699999999999875	0.30911147854842924	0.31818379601427205	love my family when you're trying to
allyhardesty/reading-old-fb-statuses/66	allyhardesty	reading-old-fb-statuses	66	144.389	148.019	3.6299999999999955	0.31413497519798106	0.3220324601862327	stay up as late as possible without
allyhardesty/reading-old-fb-statuses/67	allyhardesty	reading-old-fb-statuses	67	146.25	151.409	5.158999999999992	0.31818379601427205	0.3294077974066661	falling asleep just so you can keep
allyhardesty/reading-old-fb-statuses/68	allyhardesty	reading-old-fb-statuses	68	148.02	153.689	5.668999999999983	0.322034635801932	0.33436820120093985	texting that one person dot dot dot my
allyhardesty/reading-old-fb-statuses/69	allyhardesty	reading-old-fb-statuses	69	151.409	155.25	3.841000000000008	0.3294077974066661	0.33776433730745803	mom bought me the rosetta stone to try
allyhardesty/reading-old-fb-statuses/70	allyhardesty	reading-old-fb-statuses	70	153.689	159.18	5.491000000000014	0.33436820120093985	0.34631450700548255	and help with my spanish speaking
allyhardesty/reading-old-fb-statuses/71	allyhardesty	reading-old-fb-statuses	71	155.25	162.259	7.008999999999986	0.33776433730745803	0.3530132277434514	abilities face took my napkin in my
allyhardesty/reading-old-fb-statuses/72	allyhardesty	reading-old-fb-statuses	72	159.18	165.689	6.508999999999986	0.34631450700548255	0.3604755895918545	shirt cuz i'm just mobbin like that
allyhardesty/reading-old-fb-statuses/73	allyhardesty	reading-old-fb-statuses	73	162.259	167.969	5.710000000000008	0.3530132277434514	0.36543599338612826	Drake those quotes though only my dad
allyhardesty/reading-old-fb-statuses/74	allyhardesty	reading-old-fb-statuses	74	165.689	170.34	4.6510000000000105	0.3604755895918545	0.3705943782090332	would think the song my best friend's
allyhardesty/reading-old-fb-statuses/75	allyhardesty	reading-old-fb-statuses	75	167.969	172.34	4.371000000000009	0.36543599338612826	0.37494560960751894	brother by victoria justice is saying my
allyhardesty/reading-old-fb-statuses/76	allyhardesty	reading-old-fb-statuses	76	170.34	175.469	5.128999999999991	0.3705943782090332	0.3817531111304499	best friend's mother is the one for me
allyhardesty/reading-old-fb-statuses/77	allyhardesty	reading-old-fb-statuses	77	172.34	178.62	6.280000000000001	0.37494560960751894	0.38860847619876426	hahaha is it just me or does everyone
allyhardesty/reading-old-fb-statuses/78	allyhardesty	reading-old-fb-statuses	78	175.469	183.12	7.6510000000000105	0.3817531111304499	0.39839874684535725	hate the new facebook layout yeah just
allyhardesty/reading-old-fb-statuses/79	allyhardesty	reading-old-fb-statuses	79	178.62	184.68	6.060000000000002	0.38860847619876426	0.40179270733617617	saying face i use the face a lot I hate
allyhardesty/reading-old-fb-statuses/80	allyhardesty	reading-old-fb-statuses	80	183.12	187.83	4.710000000000008	0.39839874684535725	0.40864589678879126	it when something's supposed to happen
allyhardesty/reading-old-fb-statuses/81	allyhardesty	reading-old-fb-statuses	81	184.68	191.25	6.569999999999993	0.40179270733617617	0.4160865024802019	you're waiting for to happen and then it
allyhardesty/reading-old-fb-statuses/82	allyhardesty	reading-old-fb-statuses	82	187.83	193.05	5.219999999999999	0.40864589678879126	0.42000261073883915	doesn't happen face dancing with Olivia
allyhardesty/reading-old-fb-statuses/83	allyhardesty	reading-old-fb-statuses	83	191.25	195.12	3.8700000000000045	0.4160865024802019	0.4245061352362719	to High School Musical songs on uber
allyhardesty/reading-old-fb-statuses/84	allyhardesty	reading-old-fb-statuses	84	193.05	198.51	5.4599999999999795	0.42000261073883915	0.4318814724567052	with Joseph is what makes Friday's fun
allyhardesty/reading-old-fb-statuses/85	allyhardesty	reading-old-fb-statuses	85	195.12	201.95	6.829999999999984	0.4245061352362719	0.4393655904621008	LOL oh we're so weird duck Duck Duck I
allyhardesty/reading-old-fb-statuses/86	allyhardesty	reading-old-fb-statuses	86	198.509	204.539	6.030000000000001	0.431879296841006	0.4449982595074406	got a 2.5 my world cultures test FML
allyhardesty/reading-old-fb-statuses/87	allyhardesty	reading-old-fb-statuses	87	201.949	206.369	4.4199999999999875	0.43936341484640157	0.4489796362370551	face ok so i made a poll where people
allyhardesty/reading-old-fb-statuses/88	allyhardesty	reading-old-fb-statuses	88	204.539	209.609	5.070000000000022	0.4449982595074406	0.45602863110260206	could vote and the question was am I
allyhardesty/reading-old-fb-statuses/89	allyhardesty	reading-old-fb-statuses	89	206.37	211.8	5.430000000000007	0.4489818118527544	0.46079540509964323	really that gullible / blonde seven
allyhardesty/reading-old-fb-statuses/90	allyhardesty	reading-old-fb-statuses	90	209.61	214.2	4.589999999999975	0.4560308067183013	0.4660168827778261	people answered yes to people answered
allyhardesty/reading-old-fb-statuses/91	allyhardesty	reading-old-fb-statuses	91	211.8	216.63	4.829999999999984	0.46079540509964323	0.47130362892698635	Jeffrey doesn't know you well enough one
allyhardesty/reading-old-fb-statuses/92	allyhardesty	reading-old-fb-statuses	92	214.199	218.969	4.769999999999982	0.4660147071621269	0.47639239404751543	person answered yes one person answered
allyhardesty/reading-old-fb-statuses/93	allyhardesty	reading-old-fb-statuses	93	216.629	221.28	4.6510000000000105	0.4713014533112871	0.4814202419284658	we still love you and one person
allyhardesty/reading-old-fb-statuses/94	allyhardesty	reading-old-fb-statuses	94	218.969	223.289	4.319999999999993	0.47639239404751543	0.4857910538682447	answered kind of hate it when people
allyhardesty/reading-old-fb-statuses/95	allyhardesty	reading-old-fb-statuses	95	221.28	225.0	3.719999999999999	0.4814202419284658	0.4895135323296493	write about you on facebook hoping that
allyhardesty/reading-old-fb-statuses/96	allyhardesty	reading-old-fb-statuses	96	223.289	227.909	4.6200000000000045	0.4857910538682447	0.49584239839874683	you'll like see their status or
allyhardesty/reading-old-fb-statuses/97	allyhardesty	reading-old-fb-statuses	97	225.0	230.189	5.188999999999993	0.4895135323296493	0.5008028021930206	something like no that's stupid LOL the
allyhardesty/reading-old-fb-statuses/98	allyhardesty	reading-old-fb-statuses	98	227.909	232.229	4.320000000000022	0.49584239839874683	0.5052410582194762	moment when you accidentally put a winky
allyhardesty/reading-old-fb-statuses/99	allyhardesty	reading-old-fb-statuses	99	230.189	234.81	4.621000000000009	0.5008028021930206	0.5108563223392221	face instead of a smiley and then the
allyhardesty/reading-old-fb-statuses/100	allyhardesty	reading-old-fb-statuses	100	232.229	237.569	5.339999999999975	0.5052410582194762	0.5168588460534331	conversation is just awkward and I put
allyhardesty/reading-old-fb-statuses/101	allyhardesty	reading-old-fb-statuses	101	234.81	239.4	4.590000000000003	0.5108563223392221	0.5208423983987469	awkward like a space W space k space
allyhardesty/reading-old-fb-statuses/102	allyhardesty	reading-old-fb-statuses	102	237.569	241.079	3.5100000000000193	0.5168588460534331	0.5244952571577757	like I spelled it out that moment when
allyhardesty/reading-old-fb-statuses/103	allyhardesty	reading-old-fb-statuses	103	239.4	243.48	4.079999999999984	0.5208423983987469	0.5297189104516579	you realize who you thought was your own
allyhardesty/reading-old-fb-statuses/104	allyhardesty	reading-old-fb-statuses	104	241.08	247.38	6.299999999999983	0.5244974327734749	0.5382038116787051	personal facebook stalker is creeping on
allyhardesty/reading-old-fb-statuses/105	allyhardesty	reading-old-fb-statuses	105	243.479	249.869	6.389999999999986	0.5297167348359586	0.5436189191541206	everybody face what what if my catfish
allyhardesty/reading-old-fb-statuses/106	allyhardesty	reading-old-fb-statuses	106	247.379	252.269	4.890000000000015	0.5382016360630059	0.5488403968323036	was stalking me back then I doubt it but
allyhardesty/reading-old-fb-statuses/107	allyhardesty	reading-old-fb-statuses	107	249.87	255.24	5.3700000000000045	0.5436210947698199	0.5553041510747542	still this is an August of freshman year
allyhardesty/reading-old-fb-statuses/108	allyhardesty	reading-old-fb-statuses	108	252.27	257.09	4.819999999999965	0.5488425724480028	0.5593290401183535	okay so I was walking out to the parking
allyhardesty/reading-old-fb-statuses/109	allyhardesty	reading-old-fb-statuses	109	255.24	259.62	4.3799999999999955	0.5553041510747542	0.564833347837438	lot about to leave cheer practice
allyhardesty/reading-old-fb-statuses/110	allyhardesty	reading-old-fb-statuses	110	257.089	262.139	5.050000000000011	0.5593268645026542	0.5703137237838308	Wednesday and brackets when out of
allyhardesty/reading-old-fb-statuses/111	allyhardesty	reading-old-fb-statuses	111	259.62	263.019	3.399000000000001	0.564833347837438	0.5722282655991646	nowhere a killer squirrel runs right in
allyhardesty/reading-old-fb-statuses/112	allyhardesty	reading-old-fb-statuses	112	262.139	265.36	3.2210000000000036	0.5703137237838308	0.5773213819510922	front of me
allyhardesty/reading-old-fb-statuses/113	allyhardesty	reading-old-fb-statuses	113	263.019	267.969	4.949999999999989	0.5722282655991646	0.5829975633104169	over my shoes in case you didn't know
allyhardesty/reading-old-fb-statuses/114	allyhardesty	reading-old-fb-statuses	114	265.36	271.72	6.360000000000014	0.5773213819510922	0.591158297798277	I'm already afraid of squirrels now I'm
allyhardesty/reading-old-fb-statuses/115	allyhardesty	reading-old-fb-statuses	115	267.97	274.599	6.628999999999962	0.5829997389261161	0.5974218953963972	scared for life LMAO i think i met fits
allyhardesty/reading-old-fb-statuses/116	allyhardesty	reading-old-fb-statuses	116	271.72	276.039	4.31899999999996	0.591158297798277	0.6005547820033069	card but it put scared the awkward
allyhardesty/reading-old-fb-statuses/117	allyhardesty	reading-old-fb-statuses	117	274.598	278.079	3.4809999999999945	0.597419719780698	0.6049930380297625	moment when you're changing out of your
allyhardesty/reading-old-fb-statuses/118	allyhardesty	reading-old-fb-statuses	118	276.038	282.068	6.029999999999973	0.6005526063876078	0.6136715690540423	swimsuit in gym class and you can't find
allyhardesty/reading-old-fb-statuses/119	allyhardesty	reading-old-fb-statuses	119	278.079	284.019	5.939999999999998	0.6049930380297625	0.6179161952832652	your underwear face ok so i was texting
allyhardesty/reading-old-fb-statuses/120	allyhardesty	reading-old-fb-statuses	120	282.069	286.3	4.2309999999999945	0.6136737446697416	0.6228787746932383	my friend then i got a message from
allyhardesty/reading-old-fb-statuses/121	allyhardesty	reading-old-fb-statuses	121	284.019	288.609	4.589999999999975	0.6179161952832652	0.62790227134279	facebook mobile i accidentally replied
allyhardesty/reading-old-fb-statuses/122	allyhardesty	reading-old-fb-statuses	122	286.3	291.009	4.709000000000003	0.6228787746932383	0.633123749020973	to facebook and made it what i said in
allyhardesty/reading-old-fb-statuses/123	allyhardesty	reading-old-fb-statuses	123	288.61	293.5	4.889999999999986	0.6279044469584893	0.6385432077277869	my status and now everyone is like why
allyhardesty/reading-old-fb-statuses/124	allyhardesty	reading-old-fb-statuses	124	291.009	297.639	6.6299999999999955	0.633123749020973	0.6475480811069533	are you talking to yourself LOL so no
allyhardesty/reading-old-fb-statuses/125	allyhardesty	reading-old-fb-statuses	125	293.5	300.908	7.4080000000000155	0.6385432077277869	0.6546601688277783	I'm not crazy face and 42 I put the
allyhardesty/reading-old-fb-statuses/126	allyhardesty	reading-old-fb-statuses	126	297.639	303.22	5.581000000000017	0.6475480811069533	0.6596901923244279	number to the way i typed though i love
allyhardesty/reading-old-fb-statuses/127	allyhardesty	reading-old-fb-statuses	127	300.908	305.019	4.11099999999999	0.6546601688277783	0.6636041249673658	how in every group picture i can easily
allyhardesty/reading-old-fb-statuses/128	allyhardesty	reading-old-fb-statuses	128	303.22	307.3	4.079999999999984	0.6596901923244279	0.6685667043773388	find myself because i just have to look
allyhardesty/reading-old-fb-statuses/129	allyhardesty	reading-old-fb-statuses	129	305.019	309.43	4.411000000000001	0.6636041249673658	0.6732007658167262	for the super white one heart when
allyhardesty/reading-old-fb-statuses/130	allyhardesty	reading-old-fb-statuses	130	307.3	311.5	4.199999999999989	0.6685667043773388	0.6777042903141589	you're racist against yourself i really
allyhardesty/reading-old-fb-statuses/131	allyhardesty	reading-old-fb-statuses	131	309.43	314.62	5.189999999999998	0.6732007658167262	0.6844922112957967	hate how they only let you put up to 200
allyhardesty/reading-old-fb-statuses/132	allyhardesty	reading-old-fb-statuses	132	311.5	315.908	4.4080000000000155	0.6777042903141589	0.6872944043164216	pictures in one photo album sm h I like
allyhardesty/reading-old-fb-statuses/133	allyhardesty	reading-old-fb-statuses	133	314.62	318.908	4.288000000000011	0.6844922112957967	0.6938212514141503	you already posted enough picture just
allyhardesty/reading-old-fb-statuses/134	allyhardesty	reading-old-fb-statuses	134	315.908	320.399	4.4909999999999854	0.6872944043164216	0.6970650944217214	get over it got my facebook back oh my
allyhardesty/reading-old-fb-statuses/135	allyhardesty	reading-old-fb-statuses	135	318.908	324.399	5.4909999999999854	0.6938212514141503	0.7057675572186929	parents used to take my facebook away
allyhardesty/reading-old-fb-statuses/136	allyhardesty	reading-old-fb-statuses	136	320.399	326.679	6.279999999999973	0.6970650944217214	0.7107279610129666	like as punishment for stuff so it
allyhardesty/reading-old-fb-statuses/137	allyhardesty	reading-old-fb-statuses	137	324.399	329.739	5.339999999999975	0.7057675572186929	0.7173853450526498	showed II just the word that guy say to
allyhardesty/reading-old-fb-statuses/138	allyhardesty	reading-old-fb-statuses	138	326.68	332.86	6.180000000000007	0.7107301366286659	0.724175441649987	be cool LOL i know i'm late but what
allyhardesty/reading-old-fb-statuses/139	allyhardesty	reading-old-fb-statuses	139	329.74	334.509	4.7690000000000055	0.7173875206683492	0.7277630319380385	does it mean I'm in like 47 poke wars
allyhardesty/reading-old-fb-statuses/140	allyhardesty	reading-old-fb-statuses	140	332.86	336.129	3.2690000000000055	0.724175441649987	0.731287529370812	right now and it's so annoying how you
allyhardesty/reading-old-fb-statuses/141	allyhardesty	reading-old-fb-statuses	141	334.509	339.49	4.9809999999999945	0.7277630319380385	0.7385997737359673	have to press the are you sure you want
allyhardesty/reading-old-fb-statuses/142	allyhardesty	reading-old-fb-statuses	142	336.129	341.589	5.4599999999999795	0.731287529370812	0.7431663910886781	to poke blank insert name here LOL it's
allyhardesty/reading-old-fb-statuses/143	allyhardesty	reading-old-fb-statuses	143	339.49	345.4	5.909999999999968	0.7385997737359673	0.7514576625184927	like um yeah or else i won't be pressing
allyhardesty/reading-old-fb-statuses/144	allyhardesty	reading-old-fb-statuses	144	341.589	347.709	6.1200000000000045	0.7431663910886781	0.7564811591680446	the freaking button haha i posted so
allyhardesty/reading-old-fb-statuses/145	allyhardesty	reading-old-fb-statuses	145	345.399	349.81	4.411000000000001	0.7514554869027935	0.7610521277521539	many statuses let me go like really far
allyhardesty/reading-old-fb-statuses/146	allyhardesty	reading-old-fb-statuses	146	347.709	352.239	4.529999999999973	0.7564811591680446	0.7663366982856148	back i did a bunch of these QA to be
allyhardesty/reading-old-fb-statuses/147	allyhardesty	reading-old-fb-statuses	147	349.81	353.86	4.050000000000011	0.7610521277521539	0.7698633713340876	honest things by the way you guys if you
allyhardesty/reading-old-fb-statuses/148	allyhardesty	reading-old-fb-statuses	148	352.24	355.84	3.599999999999966	0.7663388739013142	0.7741710904185884	ever get a strawberry refresher from
allyhardesty/reading-old-fb-statuses/149	allyhardesty	reading-old-fb-statuses	149	353.86	357.55	3.6899999999999977	0.7698633713340876	0.7778913932642938	starbucks ask for lemonade instead of
allyhardesty/reading-old-fb-statuses/150	allyhardesty	reading-old-fb-statuses	150	355.839	359.619	3.7800000000000296	0.7741689148028892	0.7823927421460274	water and no eyes because then you get
allyhardesty/reading-old-fb-statuses/151	allyhardesty	reading-old-fb-statuses	151	357.55	361.15	3.599999999999966	0.7778913932642938	0.7857236097815682	way more out of its way better it's way
allyhardesty/reading-old-fb-statuses/152	allyhardesty	reading-old-fb-statuses	152	359.62	363.278	3.6580000000000155	0.7823949177617266	0.7903533199895572	more sweet that way my laptop is
allyhardesty/reading-old-fb-statuses/153	allyhardesty	reading-old-fb-statuses	153	361.149	365.258	4.1089999999999804	0.7857214341658689	0.7946610390740579	freezing because of how many statuses i
allyhardesty/reading-old-fb-statuses/154	allyhardesty	reading-old-fb-statuses	154	363.278	368.079	4.800999999999988	0.7903533199895572	0.8007984509616222	posted mariah and i are going to bed now
allyhardesty/reading-old-fb-statuses/155	allyhardesty	reading-old-fb-statuses	155	365.259	369.55	4.290999999999997	0.7946632146897572	0.8039987816552084	haha we're waking up at seven walking to
allyhardesty/reading-old-fb-statuses/156	allyhardesty	reading-old-fb-statuses	156	368.079	371.68	3.600999999999999	0.8007984509616222	0.8086328430945958	Willie's and then meeting everybody at
